query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	COG_ID
Mal65_RS13595	595460.RRSWK_00167	3.88e-89	276.0	COG1073@1|root,COG1073@2|Bacteria,2J03K@203682|Planctomycetes	203682|Planctomycetes	S	Alpha/beta hydrolase family	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_4	COG1073
GNE07_RS01270	1298920.KI911353_gene2208	3.1599999999999995e-225	630.0	COG0139@1|root,COG0140@1|root,COG0139@2|Bacteria,COG0140@2|Bacteria,1UYNA@1239|Firmicutes,247RS@186801|Clostridia,21YH2@1506553|Lachnoclostridium	186801|Clostridia	E	belongs to the PRA-PH family	hisI	-	3.5.4.19,3.6.1.31	ko:K01496,ko:K11755	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R04035,R04037	RC00002,RC01055	ko00000,ko00001,ko00002,ko01000	-	-	iHN637.CLJU_RS05760	His_biosynth,PRA-CH,PRA-PH	COG0139
KBW81_RS00005	314232.SKA53_10549	1.6999999999999998e-221	622.0	COG0593@1|root,COG0593@2|Bacteria,1MU5H@1224|Proteobacteria,2TT03@28211|Alphaproteobacteria,2P81J@245186|Loktanella	28211|Alphaproteobacteria	L	it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids	dnaA	GO:0003674,GO:0003676,GO:0003677,GO:0003688,GO:0003690,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006270,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0034641,GO:0034645,GO:0043170,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901576,GO:1990837	-	ko:K02313	ko02020,ko04112,map02020,map04112	-	-	-	ko00000,ko00001,ko03032,ko03036	-	-	-	Bac_DnaA,Bac_DnaA_C,DnaA_N	COG0593
DEBA_RS17960	644282.Deba_0135	2.2600000000000002e-129	368.0	COG1309@1|root,COG1309@2|Bacteria	2|Bacteria	K	transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	TetR_C_4,TetR_N	COG1309
AP371_RS04490	393305.YE1222	0.0	940.0	COG3961@1|root,COG3961@2|Bacteria,1MW2F@1224|Proteobacteria,1RQFY@1236|Gammaproteobacteria,41E7E@629|Yersinia	1236|Gammaproteobacteria	GH	Belongs to the TPP enzyme family	ipdC	-	4.1.1.1,4.1.1.74	ko:K01568,ko:K04103	ko00010,ko00380,ko01100,ko01110,ko01130,map00010,map00380,map01100,map01110,map01130	-	R00014,R00755,R01974	RC00027,RC00375,RC00506,RC02744	ko00000,ko00001,ko01000	-	-	-	TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N	COG3961
N8I74_RS14295	545694.TREPR_0013	2.17e-09	67.8	2ET1M@1|root,33KJS@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
N8I74_RS16945	1120999.JONM01000005_gene3742	0.0	1350.0	COG0841@1|root,COG0841@2|Bacteria,1MU48@1224|Proteobacteria,2VHFI@28216|Betaproteobacteria	28216|Betaproteobacteria	V	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	-	-	-	ko:K03296	-	-	-	-	ko00000	2.A.6.2	-	-	ACR_tran	COG0841
PSE_RS04760	911045.PSE_0974	1.03e-208	577.0	COG4977@1|root,COG4977@2|Bacteria,1QTV9@1224|Proteobacteria,2UQEI@28211|Alphaproteobacteria	28211|Alphaproteobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	AraC_N,HTH_18	COG4977
PSE_RS05240	911045.PSE_1076	0.0	936.0	COG4962@1|root,COG4962@2|Bacteria,1R7EN@1224|Proteobacteria,2TRNT@28211|Alphaproteobacteria	28211|Alphaproteobacteria	U	pilus assembly protein ATPase CpaF	cpaF	-	-	ko:K02283	-	-	-	-	ko00000,ko02035,ko02044	-	-	-	T2SSE	COG4962
PSE_RS16905	911045.PSE_3466	4.68e-106	306.0	COG1225@1|root,COG1225@2|Bacteria,1RD4R@1224|Proteobacteria,2U6Z9@28211|Alphaproteobacteria	28211|Alphaproteobacteria	O	alkyl hydroperoxide reductase Thiol specific antioxidant Mal allergen	bcp	-	1.11.1.15	ko:K03564	-	-	-	-	ko00000,ko01000	-	-	-	AhpC-TSA	COG1225
AMK05_RS00005	395492.Rleg2_3934	4.95e-224	620.0	COG0407@1|root,COG0407@2|Bacteria,1MUG1@1224|Proteobacteria,2TQQV@28211|Alphaproteobacteria,4B7YQ@82115|Rhizobiaceae	28211|Alphaproteobacteria	H	Catalyzes the decarboxylation of four acetate groups of uroporphyrinogen-III to yield coproporphyrinogen-III	hemE	GO:0003674,GO:0003824,GO:0004853,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016829,GO:0016830,GO:0016831,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046148,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	4.1.1.37	ko:K01599	ko00860,ko01100,ko01110,map00860,map01100,map01110	M00121	R03197,R04972	RC00872	ko00000,ko00001,ko00002,ko01000	-	-	-	URO-D	COG0407
QOU61_RS09730	1121861.KB899934_gene521	2.25e-174	500.0	COG0624@1|root,COG0624@2|Bacteria,1R40H@1224|Proteobacteria	1224|Proteobacteria	E	Acetylornithine deacetylase Succinyl-diaminopimelate desuccinylase and related deacylases	-	-	-	-	-	-	-	-	-	-	-	-	M20_dimer,Peptidase_M20,Peptidase_M28	COG0624
J3L18_RS19100	525373.HMPREF0766_13729	7.22e-127	377.0	COG4938@1|root,COG4938@2|Bacteria,4NMVA@976|Bacteroidetes,1IUDS@117747|Sphingobacteriia	976|Bacteroidetes	S	AAA ATPase domain	-	-	-	-	-	-	-	-	-	-	-	-	AAA_15,AAA_21,DUF3696	COG4938
VPA02S_RS22010	543728.Vapar_4254	0.0	1556.0	COG4775@1|root,COG4775@2|Bacteria,1MU0D@1224|Proteobacteria,2VHTX@28216|Betaproteobacteria,4AC0C@80864|Comamonadaceae	28216|Betaproteobacteria	M	Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane	bamA	-	-	ko:K07277	-	-	-	-	ko00000,ko02000,ko03029	1.B.33	-	-	Bac_surface_Ag,POTRA	COG4775
EBL_RS06465	630626.EBL_c13470	0.0	1863.0	COG1404@1|root,COG4625@1|root,COG1404@2|Bacteria,COG4625@2|Bacteria,1MU92@1224|Proteobacteria,1RY4P@1236|Gammaproteobacteria	1236|Gammaproteobacteria	I	outer membrane autotransporter barrel domain	pspB	-	-	ko:K12685	-	-	-	-	ko00000,ko01000,ko02000,ko02044	1.B.12.5.1,1.B.12.5.3	-	-	Autotransporter,PAP2,PATR,Peptidase_S8	COG1404
I6L37_RS00005	1123518.ARWI01000001_gene1326	0.0	1106.0	COG2304@1|root,COG4254@1|root,COG4932@1|root,COG2304@2|Bacteria,COG4254@2|Bacteria,COG4932@2|Bacteria,1QU09@1224|Proteobacteria,1S7VE@1236|Gammaproteobacteria,461I1@72273|Thiotrichales	72273|Thiotrichales	M	domain protein	-	-	-	-	-	-	-	-	-	-	-	-	-	COG2304
EP01_RS18525	264462.Bd2932	1.67e-20	99.4	COG2931@1|root,COG2931@2|Bacteria	2|Bacteria	Q	calcium- and calmodulin-responsive adenylate cyclase activity	-	-	-	ko:K21449	-	-	-	-	ko00000,ko02000	1.B.40.2	-	-	ChW,Collagen,DUF4347,Fib_succ_major,Flg_new,Gly_rich,PPC,P_proprotein,Peptidase_S8,VWA	COG2931
EP01_RS18685	264462.Bd3745	2.3399999999999997e-187	536.0	COG1262@1|root,COG1262@2|Bacteria	2|Bacteria	T	PFAM Formylglycine-generating sulfatase enzyme	-	-	-	ko:K20333	ko02024,map02024	-	-	-	ko00000,ko00001	-	-	-	FGE-sulfatase,NACHT	COG1262
EP01_RS15175	264462.Bd1077	0.0	922.0	COG0612@1|root,COG0612@2|Bacteria,1MVST@1224|Proteobacteria,42N0H@68525|delta/epsilon subdivisions,2MTSX@213481|Bdellovibrionales,2WK9P@28221|Deltaproteobacteria	213481|Bdellovibrionales	S	Peptidase M16	-	-	-	ko:K07263	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M16,Peptidase_M16_C	COG0612
QRY02_RS28845	749927.AMED_7858	0.0	1048.0	COG0146@1|root,COG0146@2|Bacteria,2HWA8@201174|Actinobacteria,4E8PZ@85010|Pseudonocardiales	201174|Actinobacteria	EQ	Hydantoinase B/oxoprolinase	-	-	3.5.2.14	ko:K01474	ko00330,ko01100,map00330,map01100	-	R03187	RC00632	ko00000,ko00001,ko01000	-	-	-	Hydantoinase_B	COG0146
MKK62_RS00005	47839.CCAU010000011_gene5826	8.210000000000001e-79	253.0	COG1716@1|root,COG3629@1|root,COG1716@2|Bacteria,COG3629@2|Bacteria,2GKKQ@201174|Actinobacteria,233XG@1762|Mycobacteriaceae	201174|Actinobacteria	K	involved in transcriptional mechanism. thought to regulate the biosynthesis of the mycobacterial cell wall arabinan and resistance to ethambutol (Emb	embR_3	-	-	-	-	-	-	-	-	-	-	-	AAA_16,BTAD,FHA,Trans_reg_C	COG1716
MAMMFC1_RS00005	329726.AM1_G0010	1.34e-48	175.0	COG1672@1|root,COG1672@2|Bacteria,1G17Z@1117|Cyanobacteria	1117|Cyanobacteria	D	TIR domain-containing protein	-	-	-	-	-	-	-	-	-	-	-	-	CHAT,TIR_2	COG1672
MAMMFC1_RS07255	484770.UFO1_3391	4.91e-303	835.0	COG0747@1|root,COG0747@2|Bacteria,1TQ6S@1239|Firmicutes,4H4M5@909932|Negativicutes	909932|Negativicutes	E	ABC transporter substrate-binding protein family 5	-	-	-	ko:K02035	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	SBP_bac_5	COG0747
MAMMFC1_RS10980	1123288.SOV_3c03880	0.0	1238.0	COG2911@1|root,COG2911@2|Bacteria,1TQZZ@1239|Firmicutes,4H2F1@909932|Negativicutes	909932|Negativicutes	S	TamB, inner membrane protein subunit of TAM complex	-	-	-	ko:K09800	-	-	-	-	ko00000,ko02000	-	-	-	AsmA_2,TamB	COG2911
C4J83_RS00005	1470593.BW43_01144	0.0	882.0	COG0593@1|root,COG0593@2|Bacteria,1MU5H@1224|Proteobacteria,1RNHP@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids	dnaA	GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003688,GO:0003690,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006270,GO:0006275,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010556,GO:0016020,GO:0017076,GO:0019219,GO:0019222,GO:0030554,GO:0031323,GO:0031326,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0035639,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043170,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051052,GO:0051171,GO:0060255,GO:0065007,GO:0071704,GO:0071944,GO:0080090,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363,GO:1901576,GO:1990837,GO:2000112	-	ko:K02313	ko02020,ko04112,map02020,map04112	-	-	-	ko00000,ko00001,ko03032,ko03036	-	-	-	Bac_DnaA,Bac_DnaA_C,DnaA_N	COG0593
AMK43_RS07275	1321779.HMPREF1984_01430	2.65e-140	405.0	COG1373@1|root,COG1373@2|Bacteria,378EK@32066|Fusobacteria	32066|Fusobacteria	S	Psort location Cytoplasmic, score 8.96	-	-	-	ko:K07133	-	-	-	-	ko00000	-	-	-	AAA_14,DUF4143	COG1373
Mal48_RS04410	1123242.JH636436_gene76	7.5e-88	267.0	COG1234@1|root,COG1234@2|Bacteria,2IZI3@203682|Planctomycetes	203682|Planctomycetes	S	of the beta-lactamase	-	-	-	-	-	-	-	-	-	-	-	-	Lactamase_B_2	COG1234
H0S70_RS07805	1121288.AULL01000004_gene2070	3.26e-113	326.0	2C852@1|root,32YB2@2|Bacteria,4NM63@976|Bacteroidetes,1I1C4@117743|Flavobacteriia,3ZPZ0@59732|Chryseobacterium	976|Bacteroidetes	S	Domain of unknown function (DUF4136)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4136	-
YBL066C	4932.YBL066C	0.0	2190.0	28ITF@1|root,2QR4T@2759|Eukaryota,39SXN@33154|Opisthokonta,3Q3N4@4751|Fungi,3RKQ0@4890|Ascomycota,3RTBP@4891|Saccharomycetes,3RYYM@4893|Saccharomycetaceae	4751|Fungi	K	to Saccharomyces cerevisiae SEF1 (YBL066C)	SEF1	GO:0000981,GO:0000982,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006355,GO:0006357,GO:0006873,GO:0006875,GO:0006879,GO:0008150,GO:0009268,GO:0009628,GO:0009889,GO:0009987,GO:0010446,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0019725,GO:0030003,GO:0030447,GO:0031323,GO:0031326,GO:0033212,GO:0040007,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044110,GO:0044116,GO:0044117,GO:0044212,GO:0044403,GO:0044419,GO:0044424,GO:0044464,GO:0046916,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0050896,GO:0051171,GO:0051252,GO:0051704,GO:0051716,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0060255,GO:0065007,GO:0065008,GO:0071214,GO:0071467,GO:0071469,GO:0080090,GO:0097159,GO:0098771,GO:0104004,GO:0140110,GO:1901363,GO:1903506,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	DDE_1,Fungal_trans,HTH_Tnp_Tc5,HTH_psq,Zn_clus	-
YBR054W	4932.YBR054W	3.3799999999999996e-230	635.0	COG5524@1|root,2QQVQ@2759|Eukaryota,39WCI@33154|Opisthokonta,3NYUU@4751|Fungi,3QQK1@4890|Ascomycota,3RTFE@4891|Saccharomycetes,3S0CD@4893|Saccharomycetaceae	4751|Fungi	S	to Saccharomyces cerevisiae YRO2 (YBR054W) and MRH1 (YDR033W)	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005783,GO:0005886,GO:0005933,GO:0008150,GO:0012505,GO:0016020,GO:0016021,GO:0031224,GO:0032780,GO:0043086,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043462,GO:0044092,GO:0044424,GO:0044425,GO:0044444,GO:0044464,GO:0050790,GO:0051336,GO:0051346,GO:0065007,GO:0065009,GO:0071944	-	-	-	-	-	-	-	-	-	-	Bac_rhodopsin	COG5524
YBR067C	4932.YBR067C	3.3700000000000005e-73	227.0	2AKIQ@1|root,2RZ9R@2759|Eukaryota,3A2C7@33154|Opisthokonta,3P3EW@4751|Fungi,3QVE9@4890|Ascomycota,3RUE4@4891|Saccharomycetes,3S2DU@4893|Saccharomycetaceae	4751|Fungi	O	Seripauperin and TIP1 family	-	GO:0000322,GO:0000323,GO:0000324,GO:0003674,GO:0003824,GO:0005198,GO:0005199,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005829,GO:0008150,GO:0009277,GO:0009987,GO:0016043,GO:0016298,GO:0016787,GO:0016788,GO:0030312,GO:0031505,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0045229,GO:0071554,GO:0071555,GO:0071840,GO:0071852,GO:0071944	-	-	-	-	-	-	-	-	-	-	PIR,SRP1_TIP1	-
YBR072W	4932.YBR072W	2.33e-156	438.0	COG0071@1|root,KOG0710@2759|Eukaryota,3A9Y1@33154|Opisthokonta,3P288@4751|Fungi,3QUKK@4890|Ascomycota,3RU9F@4891|Saccharomycetes,3S12I@4893|Saccharomycetaceae	4751|Fungi	O	Belongs to the small heat shock protein (HSP20) family	-	GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0006457,GO:0006950,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0010494,GO:0032991,GO:0033554,GO:0034605,GO:0035770,GO:0036464,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051082,GO:0051716,GO:0097159,GO:1901363,GO:1990904	-	ko:K13993	ko04141,map04141	-	-	-	ko00000,ko00001,ko03110	-	-	-	HSP20	COG0071
YBR078W	4932.YBR078W	7.5e-233	649.0	28NDW@1|root,2QUZC@2759|Eukaryota,39RMH@33154|Opisthokonta,3NYCT@4751|Fungi,3QPHB@4890|Ascomycota,3RTQA@4891|Saccharomycetes,3S0DT@4893|Saccharomycetaceae	4751|Fungi	S	to Saccharomyces cerevisiae ECM33 (YBR078W) and PST1 (YDR055W)	PST1	GO:0000003,GO:0000322,GO:0000323,GO:0000324,GO:0003006,GO:0005575,GO:0005618,GO:0005619,GO:0005622,GO:0005623,GO:0005628,GO:0005737,GO:0005739,GO:0005773,GO:0005783,GO:0005886,GO:0007049,GO:0007154,GO:0007165,GO:0008150,GO:0009272,GO:0009277,GO:0009653,GO:0009986,GO:0009987,GO:0010927,GO:0012505,GO:0016020,GO:0016043,GO:0019953,GO:0022402,GO:0022413,GO:0022414,GO:0022607,GO:0023052,GO:0030154,GO:0030312,GO:0030435,GO:0030437,GO:0030476,GO:0031160,GO:0031505,GO:0032502,GO:0032505,GO:0032989,GO:0034293,GO:0035556,GO:0042244,GO:0042546,GO:0042763,GO:0042764,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043934,GO:0043935,GO:0044085,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0045229,GO:0048468,GO:0048646,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051321,GO:0051704,GO:0051716,GO:0065007,GO:0070590,GO:0070591,GO:0070726,GO:0071554,GO:0071555,GO:0071840,GO:0071852,GO:0071940,GO:0071944,GO:1903046	-	-	-	-	-	-	-	-	-	-	Recep_L_domain	-
YBR169C	4932.YBR169C	0.0	1339.0	COG0443@1|root,KOG0103@2759|Eukaryota,38HTW@33154|Opisthokonta,3NV9J@4751|Fungi,3QPHJ@4890|Ascomycota,3RS9J@4891|Saccharomycetes,3RZKS@4893|Saccharomycetaceae	4751|Fungi	O	Belongs to the heat shock protein 70 family	SSE1	GO:0000166,GO:0000774,GO:0003674,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005844,GO:0006457,GO:0008144,GO:0008150,GO:0009405,GO:0009987,GO:0017076,GO:0030234,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0033218,GO:0035639,GO:0035690,GO:0036094,GO:0042026,GO:0042221,GO:0042277,GO:0042493,GO:0043167,GO:0043168,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0050790,GO:0050896,GO:0051704,GO:0051716,GO:0060589,GO:0060590,GO:0065007,GO:0065009,GO:0070887,GO:0097159,GO:0097367,GO:0098772,GO:1901265,GO:1901363,GO:1990904	-	ko:K09485,ko:K09489	ko04141,ko04530,ko04612,map04141,map04530,map04612	-	-	-	ko00000,ko00001,ko03110	1.A.33	-	-	HSP70	COG0443
PK28_RS20655	1227739.Hsw_2643	6.51e-15	78.6	COG1538@1|root,COG1538@2|Bacteria,4NGXM@976|Bacteroidetes,47KVY@768503|Cytophagia	976|Bacteroidetes	MU	PFAM Outer membrane efflux protein	-	-	-	-	-	-	-	-	-	-	-	-	OEP	COG1538
PK28_RS09395	1356852.N008_20725	2.12e-118	343.0	COG1309@1|root,COG1309@2|Bacteria,4NEUA@976|Bacteroidetes,47P97@768503|Cytophagia	976|Bacteroidetes	K	Bacterial regulatory proteins, tetR family	-	-	-	-	-	-	-	-	-	-	-	-	TetR_N	COG1309
DBV39_RS00005	399795.CtesDRAFT_PD3311	6.77e-07	49.3	2EUR1@1|root,33N6M@2|Bacteria,1NP9B@1224|Proteobacteria,2VY0H@28216|Betaproteobacteria,4AIJ1@80864|Comamonadaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	P22_Cro	-
DBV39_RS08600	94624.Bpet1800	0.0	971.0	COG0504@1|root,COG0504@2|Bacteria,1MUIT@1224|Proteobacteria,2VHVA@28216|Betaproteobacteria,3T25I@506|Alcaligenaceae	28216|Betaproteobacteria	F	Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen. Regulates intracellular CTP levels through interactions with the four ribonucleotide triphosphates	pyrG	GO:0001775,GO:0002376,GO:0003674,GO:0003824,GO:0003883,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006213,GO:0006220,GO:0006221,GO:0006241,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008283,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009142,GO:0009147,GO:0009148,GO:0009163,GO:0009165,GO:0009199,GO:0009201,GO:0009208,GO:0009209,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0015949,GO:0016874,GO:0016879,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0032943,GO:0034404,GO:0034641,GO:0034654,GO:0042098,GO:0042100,GO:0042110,GO:0042113,GO:0042221,GO:0042455,GO:0042493,GO:0042802,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045321,GO:0046036,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046483,GO:0046649,GO:0046651,GO:0050896,GO:0055086,GO:0070661,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	6.3.4.2	ko:K01937	ko00240,ko01100,map00240,map01100	M00052	R00571,R00573	RC00010,RC00074	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_synth_N,GATase	COG0504
LDO33_RS09095	1123228.AUIH01000001_gene1177	2.87e-18	95.5	COG0389@1|root,COG0389@2|Bacteria,1MU5X@1224|Proteobacteria,1S28B@1236|Gammaproteobacteria,1XKB0@135619|Oceanospirillales	135619|Oceanospirillales	L	nucleotidyltransferase DNA polymerase involved in DNA repair	-	-	-	ko:K14161	-	-	-	-	ko00000,ko03400	-	-	-	IMS	COG0389
NW91_RS00005	272560.BPSL0075	0.0	932.0	COG0593@1|root,COG0593@2|Bacteria,1MU5H@1224|Proteobacteria,2VHH0@28216|Betaproteobacteria,1K152@119060|Burkholderiaceae	28216|Betaproteobacteria	L	it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids	dnaA	-	-	ko:K02313	ko02020,ko04112,map02020,map04112	-	-	-	ko00000,ko00001,ko03032,ko03036	-	-	-	Bac_DnaA,Bac_DnaA_C,DnaA_N	COG0593
EJ077_RS00005	1040987.AZUY01000040_gene5	7.91e-176	492.0	COG0708@1|root,COG0708@2|Bacteria,1MVMC@1224|Proteobacteria,2TRWQ@28211|Alphaproteobacteria,43I5U@69277|Phyllobacteriaceae	28211|Alphaproteobacteria	L	exodeoxyribonuclease III	xthA2	-	3.1.11.2	ko:K01142	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	Exo_endo_phos	COG0708
M3612_RS19940	665959.HMPREF1013_05197	0.0	1021.0	COG3505@1|root,COG3505@2|Bacteria,1V0JC@1239|Firmicutes,4HAST@91061|Bacilli,1ZDVF@1386|Bacillus	91061|Bacilli	U	TraM recognition site of TraD and TraG	-	-	-	-	-	-	-	-	-	-	-	-	T4SS-DNA_transf,TraG-D_C	COG3505
VHAB30_RS20680	543728.Vapar_1088	1.1699999999999998e-270	744.0	COG3203@1|root,COG3203@2|Bacteria,1R4KG@1224|Proteobacteria,2VM8D@28216|Betaproteobacteria,4AAWN@80864|Comamonadaceae	28216|Betaproteobacteria	M	Gram-negative porin	-	-	-	-	-	-	-	-	-	-	-	-	Porin_4	COG3203
E3O41_RS00005	1122239.AULS01000018_gene338	4.6899999999999996e-262	726.0	COG0593@1|root,COG0593@2|Bacteria,2GJKI@201174|Actinobacteria,4FKHD@85023|Microbacteriaceae	201174|Actinobacteria	L	it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids	dnaA	GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003688,GO:0003690,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006172,GO:0006259,GO:0006260,GO:0006261,GO:0006270,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009133,GO:0009135,GO:0009136,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009179,GO:0009180,GO:0009185,GO:0009188,GO:0009259,GO:0009260,GO:0009987,GO:0016020,GO:0016311,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0030312,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0034654,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046031,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0090304,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990837	-	ko:K02313	ko02020,ko04112,map02020,map04112	-	-	-	ko00000,ko00001,ko03032,ko03036	-	-	-	Bac_DnaA,Bac_DnaA_C	COG0593
